Name	Formula	SMILES	Mass	Source	ID
PE(20:4(8Z,11Z,14Z,17Z)/6 keto-PGF1alpha)	C45H76NO12P	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC(=O)CCCCC(=O)O[C@H](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)COP(O)(=O)OCCN	853.510513889	HMDB	HMDB0262470
PE(6 keto-PGF1alpha/20:4(8Z,11Z,14Z,17Z))	C45H76NO12P	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC(=O)CCCCC(=O)OC[C@H](COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	853.510513889	HMDB	HMDB0262471
PE(20:4(8Z,11Z,14Z,17Z)/TXB2)	C45H76NO12P	CCCCC[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)O[C@H](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)COP(O)(=O)OCCN	853.510513889	HMDB	HMDB0262480
PE(TXB2/20:4(8Z,11Z,14Z,17Z))	C45H76NO12P	CCCCC[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OC[C@H](COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	853.510513889	HMDB	HMDB0262481
PE(DiMe(11,3)/PGE2)	C45H76NO12P	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC1=C(C)C(C)=C(CCC)O1)COP(O)(=O)OCCN	853.510513889	HMDB	HMDB0284674
PE(PGE2/DiMe(11,3))	C45H76NO12P	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(=O)OC[C@H](COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCC1=C(C)C(C)=C(CCC)O1	853.510513889	HMDB	HMDB0284675
PE(DiMe(11,3)/PGD2)	C45H76NO12P	CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC2=C(C)C(C)=C(CCC)O2)COP(O)(=O)OCCN)[C@@H](O)CC1=O	853.510513889	HMDB	HMDB0284676
PE(PGD2/DiMe(11,3))	C45H76NO12P	CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(=O)OC[C@H](COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCC2=C(C)C(C)=C(CCC)O2)[C@@H](O)CC1=O	853.510513889	HMDB	HMDB0284677
PE(DiMe(11,3)/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	C45H76NO12P	[H][C@@](COC(=O)CCCCCCCCCCC1=C(C)C(C)=C(CCC)O1)(COP(O)(=O)OCCN)OC(=O)CCC[C@H](O)[C@@H](O)\C=C\C=C\C=C/C=C/[C@@H](O)CCCCC	853.510513889	HMDB	HMDB0284690
PE(20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/DiMe(11,3))	C45H76NO12P	[H][C@@](COC(=O)CCC[C@@H](O)[C@H](O)\C=C\C=C\C=C/C=C/[C@H](O)CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCC1=C(C)C(C)=C(CCC)O1	853.510513889	HMDB	HMDB0284691
PE(DiMe(9,5)/PGE2)	C45H76NO12P	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(=O)O[C@H](COC(=O)CCCCCCCCC1=C(C)C(C)=C(CCCCC)O1)COP(O)(=O)OCCN	853.510513889	HMDB	HMDB0285090
PE(PGE2/DiMe(9,5))	C45H76NO12P	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(=O)OC[C@H](COP(O)(=O)OCCN)OC(=O)CCCCCCCCC1=C(C)C(C)=C(CCCCC)O1	853.510513889	HMDB	HMDB0285091
PE(DiMe(9,5)/PGD2)	C45H76NO12P	CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(=O)O[C@H](COC(=O)CCCCCCCCC2=C(C)C(C)=C(CCCCC)O2)COP(O)(=O)OCCN)[C@@H](O)CC1=O	853.510513889	HMDB	HMDB0285092
PE(PGD2/DiMe(9,5))	C45H76NO12P	CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(=O)OC[C@H](COP(O)(=O)OCCN)OC(=O)CCCCCCCCC2=C(C)C(C)=C(CCCCC)O2)[C@@H](O)CC1=O	853.510513889	HMDB	HMDB0285093
PE(DiMe(9,5)/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	C45H76NO12P	[H][C@@](COC(=O)CCCCCCCCC1=C(C)C(C)=C(CCCCC)O1)(COP(O)(=O)OCCN)OC(=O)CCC[C@H](O)[C@@H](O)\C=C\C=C\C=C/C=C/[C@@H](O)CCCCC	853.510513889	HMDB	HMDB0285106
PE(20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/DiMe(9,5))	C45H76NO12P	[H][C@@](COC(=O)CCC[C@@H](O)[C@H](O)\C=C\C=C\C=C/C=C/[C@H](O)CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC1=C(C)C(C)=C(CCCCC)O1	853.510513889	HMDB	HMDB0285107
Phosphatidylserine 20:4-22:6	C49H76NO9P	C(=CCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCCCCCC)COP(OCC(C(C)=O)N)(O)=O)CC=CCC=CCC=CCC=CCC=CCC	853.5257696419999	MoNA	UT003177
PE(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC	853.525770029	HMDB	HMDB0284206
PE(22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4)/22:5(4Z,7Z,10Z,13Z,16Z))	C49H76NO9P	[H][C@@](COC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC	853.525770029	HMDB	HMDB0284207
PE(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/CC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/CC	853.525770029	HMDB	HMDB0284208
PE(22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7)/22:5(4Z,7Z,10Z,13Z,16Z))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/CC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC	853.525770029	HMDB	HMDB0284209
PE(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C=C/C(O)C\C=C/C\C=C/CC	853.525770029	HMDB	HMDB0284210
PE(22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14)/22:5(4Z,7Z,10Z,13Z,16Z))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C=C/C(O)C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC	853.525770029	HMDB	HMDB0284211
PE(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C\C=C\C(O)C\C=C/CC	853.525770029	HMDB	HMDB0284212
PE(22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17)/22:5(4Z,7Z,10Z,13Z,16Z))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C\C=C\C(O)C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC	853.525770029	HMDB	HMDB0284213
PE(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/CC1OC1C\C=C/CC	853.525770029	HMDB	HMDB0284216
PE(22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17)/22:5(4Z,7Z,10Z,13Z,16Z))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/CC1OC1C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC	853.525770029	HMDB	HMDB0284217
PE(22:5(7Z,10Z,13Z,16Z,19Z)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	C49H76NO9P	[H][C@@](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC	853.525770029	HMDB	HMDB0284310
PE(22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4)/22:5(7Z,10Z,13Z,16Z,19Z))	C49H76NO9P	[H][C@@](COC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	853.525770029	HMDB	HMDB0284311
PE(22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	C49H76NO9P	[H][C@@](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/CC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/CC	853.525770029	HMDB	HMDB0284312
PE(22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7)/22:5(7Z,10Z,13Z,16Z,19Z))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/CC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	853.525770029	HMDB	HMDB0284313
PE(22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	C49H76NO9P	[H][C@@](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C=C/C(O)C\C=C/C\C=C/CC	853.525770029	HMDB	HMDB0284314
PE(22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14)/22:5(7Z,10Z,13Z,16Z,19Z))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C=C/C(O)C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	853.525770029	HMDB	HMDB0284315
PE(22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	C49H76NO9P	[H][C@@](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C\C=C\C(O)C\C=C/CC	853.525770029	HMDB	HMDB0284316
PE(22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17)/22:5(7Z,10Z,13Z,16Z,19Z))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C\C=C\C(O)C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	853.525770029	HMDB	HMDB0284317
PE(22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	C49H76NO9P	[H][C@@](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/CC1OC1C\C=C/CC	853.525770029	HMDB	HMDB0284320
PE(22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17)/22:5(7Z,10Z,13Z,16Z,19Z))	C49H76NO9P	[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/CC1OC1C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	853.525770029	HMDB	HMDB0284321
PS(20:0/20:4(6E,8Z,11Z,14Z)+=O(5))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCC(=O)\C=C\C=C/C\C=C/C\C=C/CCCCC	853.546899398	HMDB	HMDB0282091
PS(20:4(6E,8Z,11Z,14Z)+=O(5)/20:0)	C46H80NO11P	[H][C@@](COC(=O)CCCC(=O)\C=C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCCCCCC	853.546899398	HMDB	HMDB0282092
PS(20:0/20:4(5Z,8Z,11Z,13E)+=O(15))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCCC	853.546899398	HMDB	HMDB0282093
PS(20:4(5Z,8Z,11Z,13E)+=O(15)/20:0)	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCCCCCC	853.546899398	HMDB	HMDB0282094
PS(20:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C=C/[C@H](O)CC	853.546899398	HMDB	HMDB0282105
PS(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/20:0)	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCCCCCC	853.546899398	HMDB	HMDB0282106
PS(20:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C=C/CC(O)\C=C/CC	853.546899398	HMDB	HMDB0282107
PS(20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/20:0)	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C=C/CC(O)\C=C/CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCCCCCC	853.546899398	HMDB	HMDB0282108
PS(20:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C=C/C(O)C\C=C/C\C=C/CC	853.546899398	HMDB	HMDB0282109
PS(20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/20:0)	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C=C/C(O)C\C=C/C\C=C/CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCCCCCC	853.546899398	HMDB	HMDB0282110
PS(20:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCC(O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CC	853.546899398	HMDB	HMDB0282111
PS(20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/20:0)	C46H80NO11P	[H][C@@](COC(=O)CCCC(O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCCCCCC	853.546899398	HMDB	HMDB0282112
PS(20:1(11Z)/20:3(5Z,8Z,11Z)-O(14R,15S))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/CC1OC1CCCCC	853.546899398	HMDB	HMDB0282145
PS(20:3(5Z,8Z,11Z)-O(14R,15S)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/CC1OC1CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282146
PS(20:1(11Z)/20:3(5Z,8Z,14Z)-O(11S,12R))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/CC1OC1C\C=C/CCCCC	853.546899398	HMDB	HMDB0282147
PS(20:3(5Z,8Z,14Z)-O(11S,12R)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/CC1OC1C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282148
PS(20:1(11Z)/20:3(5Z,11Z,14Z)-O(8,9))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/CC1OC1C\C=C/C\C=C/CCCCC	853.546899398	HMDB	HMDB0282149
PS(20:3(5Z,11Z,14Z)-O(8,9)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/CC1OC1C\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282150
PS(20:1(11Z)/20:3(8Z,11Z,14Z)-O(5,6))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCC1OC1C\C=C/C\C=C/C\C=C/CCCCC	853.546899398	HMDB	HMDB0282151
PS(20:3(8Z,11Z,14Z)-O(5,6)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCCC1OC1C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282152
PS(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)-OH(20))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCO	853.546899398	HMDB	HMDB0282153
PS(20:4(5Z,8Z,11Z,14Z)-OH(20)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCO)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282154
PS(20:1(11Z)/20:4(6E,8Z,11Z,14Z)-OH(5S))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC[C@@H](O)\C=C\C=C/C\C=C/C\C=C/CCCCC	853.546899398	HMDB	HMDB0282155
PS(20:4(6E,8Z,11Z,14Z)-OH(5S)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC[C@H](O)\C=C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282156
PS(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)-OH(19S))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCC[C@H](C)O	853.546899398	HMDB	HMDB0282157
PS(20:4(5Z,8Z,11Z,14Z)-OH(19S)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCC[C@@H](C)O)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282158
PS(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)-OH(18R))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@H](O)CC	853.546899398	HMDB	HMDB0282159
PS(20:4(5Z,8Z,11Z,14Z)-OH(18R)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@@H](O)CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282160
PS(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)-OH(17))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC(O)CCC	853.546899398	HMDB	HMDB0282161
PS(20:4(5Z,8Z,11Z,14Z)-OH(17)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC(O)CCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282162
PS(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)-OH(16R))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/[C@H](O)CCCC	853.546899398	HMDB	HMDB0282163
PS(20:4(5Z,8Z,11Z,14Z)-OH(16R)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/[C@@H](O)CCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282164
PS(20:1(11Z)/20:4(5Z,8Z,11Z,13E)-OH(15S))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CCCCC	853.546899398	HMDB	HMDB0282165
PS(20:4(5Z,8Z,11Z,13E)-OH(15S)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C=C/[C@H](O)CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282166
PS(20:1(11Z)/20:4(5Z,8Z,10E,14Z)-OH(12S))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C=C/[C@@H](O)C\C=C/CCCCC	853.546899398	HMDB	HMDB0282167
PS(20:4(5Z,8Z,10E,14Z)-OH(12S)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C=C/[C@H](O)C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282168
PS(20:1(11Z)/20:4(5E,8Z,12Z,14Z)-OH(11R))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C\C\C=C/C[C@@H](O)\C=C/C=C\CCCCC	853.546899398	HMDB	HMDB0282169
PS(20:4(5E,8Z,12Z,14Z)-OH(11R)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C\C\C=C/C[C@H](O)\C=C/C=C\CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282170
PS(20:1(11Z)/20:4(5Z,7E,11Z,14Z)-OH(9))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C\C=C/C(O)C\C=C/C\C=C/CCCCC	853.546899398	HMDB	HMDB0282171
PS(20:4(5Z,7E,11Z,14Z)-OH(9)/20:1(11Z))	C46H80NO11P	[H][C@@](COC(=O)CCC\C=C\C=C/C(O)C\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	853.546899398	HMDB	HMDB0282172
PS(20:2(11Z,14Z)/20:3(6,8,11)-OH(5))	C46H80NO11P	[H][C@@](COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCC(O)\C=C\C=C\C\C=C\CCCCCCCC	853.546899398	HMDB	HMDB0282351
